gppd_idnr,name,country,country_long,latitude,longitude,
IND0000155,J.SAGAR,IND,India,25.0369,75.6778,
WRI1019903,JAISALMER GODAWARI,IND,India,27.601,72.2242,
IND0000156,JALDHAKA I&II,IND,India,27.0297,88.8747,
IND0000157,JALLIPPA KAPURDI TPP,IND,India,25.8888,71.3236,
WRI1019889,JAYKAYPURAM PLANT,IND,India,24.6963,73.0017,
WRI1019999,JAYPEE BELA CEMENT,IND,India,24.5286,81.1698,
WRI1020000,JAYPEE REWA CEMENT,IND,India,24.565,81.1748,
WRI1020001,JAYPEE SIDHI CEMENT,IND,India,24.3272,81.3293,
IND0000158,JEGURUPADU GT,IND,India,16.9312,81.86,
IND0000159,JOG,IND,India,14.2273,74.7994,
IND0000160,JOJBERA,IND,India,22.7554,86.2491,
IND0000161,JORETHANG LOOP,IND,India,27.1598,88.2924,
IND0000162,JSW RATNAGIRI TPP,IND,India,17.297,73.212,
WRI1026149,Jafrabad Solar Power Plant,IND,India,20.8772,71.2801,
WKS0067125,Jagtial,IND,India,18.824,79.104,
WKS0062059,Jajru,IND,India,28.282,77.318,
WKS0066992,Jalaun SD,IND,India,26.27,79.52,
WKS0070752,Jalgaon Arvi,IND,India,20.775,78.105,
WKS0070847,Jambalapuram,IND,India,9.81,77.78,
WRI1026150,Jamuria Solar Power Plant,IND,India,23.7162,87.0695,
WRI1026096,Jangi Wind Farm,IND,India,23.2409,70.509,
WRI1026777,Jangi village wind farm,IND,India,23.208,70.5465,
WKS0062585,Jatisara,IND,India,27.117,72.779,
WKS0070903,Jeedimetla,IND,India,17.572,78.428,
WRI1026099,Jeloo Wind Farm,IND,India,26.5255,72.7629,
WKS0066911,Jodhpur SP,IND,India,26.86,72.715,
WRI1026082,Jodiya Wind Farm,IND,India,22.7532,70.3961,
WKS0071771,Jogipet,IND,India,17.866,78.016,
WRI1026339,K.N. Ram Kaltek Wind Farm,IND,India,21.2261,74.2393,
IND0000166,KADAMPARI,IND,India,10.4104,77.0435,
IND0000167,KADANA,IND,India,23.3045,73.8254,
IND0000168,KADRA,IND,India,14.8901,74.3916,
IND0000169,KAHALGAON,IND,India,25.2349,87.2635,
IND0000170,KAIGA,IND,India,14.865,74.4385,
IND0000171,KAKATIYA TPP,IND,India,18.3835,79.8265,
IND0000172,KAKKAD,IND,India,9.3275,76.9717,
IND0000173,KAKRAPARA,IND,India,21.2384,73.3489,
IND0000174,KALINADI,IND,India,15.2761,74.5268,
IND0000175,KALINADI SUPA,IND,India,15.2761,74.5268,
IND0000176,KALISINDH,IND,India,24.5295,76.0986,
IND0000177,KALLADA,IND,India,8.9553,77.0697,
WRI1019919,KALLUR GRINDING,IND,India,17.3821,77.4389,
WRI1020002,KAMAL SPONGE,IND,India,24.6266,80.831,
IND0000178,KAMALANGA,IND,India,20.87,85.2671,
IND0000179,KANHER,IND,India,17.7384,73.917,
WRI1019959,KARAD MILL,IND,India,17.1657,74.2459,
IND0000180,KARAIKAL,IND,India,10.9325,79.8216,
IND0000181,KARBI LANGPI,IND,India,25.9552,92.5171,
IND0000182,KARCHAM WANGTOO,IND,India,31.5156,78.1073,
IND0000183,KARGIL,IND,India,34.5605,76.1299,
IND0000184,KARUPPUR GT,IND,India,11.1208,79.5287,
IND0000185,KASAIPALLI,IND,India,22.389,82.5549,
IND0000186,KASARGODE DG,IND,India,12.4837,74.9929,
WRI1020003,KASRAWAD FACTORY,IND,India,22.1335,75.4568,
IND0000188,KATHALGURI GT,IND,India,27.341,95.408,
IND0000189,KAWAI TPP,IND,India,24.7773,76.737,
IND0000190,KAWAS GT,IND,India,21.175,72.6879,
IND0000191,KAYAM KULAM GT,IND,India,9.2404,76.4283,
WRI1019920,KCSF SANGUR,IND,India,14.7753,75.3131,
IND0000192,KHADAVASLA I&II,IND,India,18.3803,73.6116,
IND0000193,KHAMBERKHERA IPP,IND,India,28.017,80.8307,
IND0000194,KHANDONG,IND,India,25.5177,92.6679,
IND0000195,KHARA,IND,India,30.3508,77.6017,
IND0000196,KHATIMA,IND,India,28.9232,80.0243,
IND0000197,KHODRI,IND,India,30.5085,77.8001,
IND0000198,KHOPOLI,IND,India,18.7817,73.3558,
WRI1019960,KHOPOLI WORKS,IND,India,18.7712,73.259,
IND0000530,KISHENGANGA,IND,India,34.649,74.7514,
WRI1019921,KM DODDI SUGAR,IND,India,12.4806,77.0411,
IND0000199,KODASALI,IND,India,14.955,74.5904,
IND0000200,KODAYAR-I&II,IND,India,8.5319,77.3125,
IND0000201,KODERMA,IND,India,24.3858,85.5517,
IND0000202,KOJIKODE DG,IND,India,11.2054,75.8067,
IND0000203,KOLAGHAT,IND,India,22.4157,87.8713,
IND0000204,KOLDAM,IND,India,31.382,76.8761,
WRI1019961,KOLHAPUR HEMARUS,IND,India,16.0327,74.4583,
WRI1019962,KOLHAPUR KAGAL,IND,India,16.589,74.2993,
WRI1019963,KOLHAPUR KUMBHI,IND,India,16.689,74.1201,
WRI1019922,KOLLEGAL SUGAR,IND,India,12.1056,76.7606,
IND0000205,KONASEEMA CCCP,IND,India,16.7346,81.8622,
IND0000206,KONDAPALLI GT,IND,India,16.64,80.5504,
IND0000207,KOPILI,IND,India,25.5177,92.6679,
WRI1019923,KOPPA SUGAR,IND,India,12.702,76.9787,
WRI1019924,KOPPAL HKMP,IND,India,15.316,76.2507,
IND0000208,KORADI,IND,India,21.2414,79.096,
IND0000209,KORBA STPS,IND,India,22.3881,82.6858,
IND0000210,KORBA-EAST,IND,India,22.3828,82.7188,
IND0000211,KORBA-WEST,IND,India,22.4118,82.6888,
IND0000212,KOSI,IND,India,26.497,86.9549,
IND0000213,KOTA,IND,India,25.1712,75.8171,
WRI1019890,KOTA COMPLEX,IND,India,25.1386,75.8883,
IND0000214,KOTESHWAR,IND,India,30.2594,78.4971,
IND0000215,KOTLA,IND,India,31.268,76.492,
IND0000216,KOVILKALAPPAL,IND,India,10.5415,79.4507,
IND0000217,KOYNA COMPLEX,IND,India,17.4599,73.684,
WRI1026340,KS Oils Chinnakuyili Wind Farm,IND,India,10.9328,77.0912,
IND0000519,KUDGI,IND,India,16.4994,75.8349,
IND0000218,KULHAL,IND,India,30.4289,77.6296,
WKS0066878,KUMSP} Adani,IND,India,15.658,78.289,
WKS0066876,KUMSP} Azure,IND,India,15.655,78.277,
WKS0069391,KUMSP} Greenko,IND,India,15.679,78.274,
WKS0066879,KUMSP} Greenko 1,IND,India,15.662,78.257,
WKS0069393,KUMSP} Greenko 10,IND,India,15.662,78.257,
WKS0066880,KUMSP} Greenko 2,IND,India,15.662,78.257,
WKS0066881,KUMSP} Greenko 3,IND,India,15.662,78.257,
WKS0066882,KUMSP} Greenko 4,IND,India,15.662,78.257,
WKS0066883,KUMSP} Greenko 5,IND,India,15.662,78.257,
WKS0066884,KUMSP} Greenko 6,IND,India,15.662,78.257,
WKS0066885,KUMSP} Greenko 7,IND,India,15.662,78.257,
WKS0066886,KUMSP} Greenko 8,IND,India,15.662,78.257,
WKS0069392,KUMSP} Greenko 9,IND,India,15.662,78.257,
WKS0066867,KUMSP} Softbank,IND,India,15.662,78.257,
IND0000219,KUNDAH I-V,IND,India,11.2861,76.6511,
IND0000220,KUNDANKULAM,IND,India,8.1691,77.1327,
WRI1019925,KUNDARGI MILL,IND,India,16.2651,75.5302,
IND0000221,KUNDARKI TPP,IND,India,27.0786,82.0841,
IND0000222,KUTCH LIG.,IND,India,23.6626,68.7843,
IND0000223,KUTHUNGAL,IND,India,9.9356,77.1068,
IND0000224,KUTTALAM GT,IND,India,11.076,79.57,
IND0000225,KUTTIADI,IND,India,11.5484,75.8988,
IND0000226,KUTTIYADI Add ext,IND,India,11.5484,75.8988,
WRI1020004,KYMORE,IND,India,24.0529,80.6144,
IND0000227,KYREDEMKULAI,IND,India,25.7848,91.7895,
IND0000163,K_GUDEM,IND,India,17.6219,80.6936,
IND0000164,K_GUDEM NEW,IND,India,17.6219,80.6936,
IND0000165,K_KHEDA II,IND,India,21.2818,79.116,
WKS0065450,Kachalia I+II,IND,India,23.885,75.899,
WKS0070803,Kadala,IND,India,20.76,85.295,
WKS0062299,Kadiri,IND,India,14.164,78.144,
WKS0070825,Kadivella,IND,India,15.667,77.486,
WKS0063743,Kadodiya,IND,India,23.511,76.159,
WKS0070929,Kadodiya A,IND,India,23.538,76.121,
WKS0070818,Kadodiya HE,IND,India,23.5064,76.1538,
WKS0067010,Kajipuram,IND,India,16.884,77.587,
WKS0073162,Kakarani,IND,India,17.281,79.19,
WKS0066981,Kakkireni Adani,IND,India,17.276,79.204,
WRI1026341,Kaladonger Wind Farm,IND,India,27.0931,70.9996,
WKS0062239,Kalamarahalli,IND,India,14.109,76.758,
WKS0067250,Kalhe,IND,India,18.882,73.1,
WKS0070916,Kalipi,IND,India,13.981,77.481,
WKS0070805,Kallurani Aadhavan,IND,India,9.446,78.15,
WKS0070806,Kallurani Phoebus,IND,India,9.454,78.152,
WKS0070872,Kallurani RT,IND,India,9.47,78.153,
WKS0068244,Kalwakurthy Haldiram,IND,India,16.696,78.489,
WKS0067637,Kalwakurthy Rays,IND,India,16.712,78.474,
WKS0067241,Kamalapuram,IND,India,9.119,78.103,
WKS0062597,Kamalpur SUTIP,IND,India,23.049,71.869,
WKS0062600,Kamalpur UPPL,IND,India,23.049,71.862,
WKS0067111,Kamareddy Mytrah,IND,India,18.363,78.213,
WKS0067116,Kamareddy SP,IND,India,18.38,78.265,
WKS0067102,Kamareddy Sky,IND,India,18.388,78.226,
WKS0071770,Kambadur,IND,India,14.392,77.204,
WKS0072812,Kambalahalli A,IND,India,14.203,77.38,
WKS0072813,Kambalahalli B,IND,India,14.195,77.347,
WRI1026151,Kamuthi Solar Power Plant,IND,India,9.3381,78.3917,
WKS0068398,Kanajanahalli,IND,India,14.126,76.81,
WKS0067018,Kanakagiri,IND,India,15.572,76.464,
WKS0074103,Kanakagiri A,IND,India,15.552,76.43,
WKS0068252,Kandagatla Keerthi,IND,India,17.271,79.597,
WKS0072795,Kandu Khera,IND,India,29.961,74.508,
WKS0065935,Kanheri Bhatyari,IND,India,22.334,74.707,
WKS0067292,Kanksha,IND,India,23.475,87.475,
WKS0064851,Kapeli,IND,India,23.457,76.118,
WKS0067266,Karahra Kalan,IND,India,25.32,79.812,
WKS0065805,Karajgi,IND,India,17.448,76.048,
WRI1026152,Karmaria Solar Power Plant,IND,India,23.35,70.388,
WKS0068243,Karoor,IND,India,16.861,78.093,
WKS0063261,Karur,IND,India,10.816,78.186,
WRI1026778,Karur Textile Park Wind Farm,IND,India,8.3091,77.6191,
WKS0065922,Kasaragod KSEB,IND,India,12.34,75.15,
WRI1026153,Kathauti 1 Solar Power Plant,IND,India,27.224,74.2524,
WRI1026154,Kathauti 2 Solar Power Plant,IND,India,27.2089,74.2553,
WKS0061163,Kathauti Azure 20,IND,India,27.204,74.254,
WRI1026155,Katol - Citra Solar Power Plant,IND,India,21.317,78.6025,
WRI1026156,Katol - Sepset Solar Power Plant,IND,India,21.3174,78.6001,
WKS0067326,Katol I,IND,India,21.3168,78.6021,
WKS0067327,Katol II,IND,India,21.315,78.6,
WKS0070853,Kauriwara,IND,India,29.675,75.3,
WKS0071772,Kavithal,IND,India,16.12,76.75,
WKS0062134,Kayanathar,IND,India,8.913,77.746,
WKS0068548,Kesinga,IND,India,20.205,83.25,
WKS0067158,Kewal,IND,India,29.895,75.075,
WRI1026157,Khadoda Solar Power Plant,IND,India,23.443,73.2014,
WKS0072807,Khaira Khurad,IND,India,29.658,75.264,
WRI1026158,Khandala Solar Power Plant,IND,India,18.6051,75.0381,
WKS0070841,Khariya Mishar,IND,India,24.865,78.665,
WKS0065020,Khera,IND,India,30.81,76.88,
WRI1026159,Khetusar - Northern Solar Power Plant,IND,India,27.3225,71.9951,
WRI1026160,Khetusar - Suryauday Solar Power Plant,IND,India,27.3247,71.991,
WKS0072809,Khialli Chahlian Wali,IND,India,30.026,75.411,
WRI1026161,Khilchipur Solar Power Plant,IND,India,24.0682,76.589,
WKS0062026,Khimsar,IND,India,26.97,73.392,
WRI1026162,Khirsara - Unity Solar Power Plant,IND,India,23.3578,70.0548,
WRI1026163,Khirsara - Welspun Solar Power Plant,IND,India,23.3618,70.0536,
WRI1026164,Khirwa Solar Power Plant,IND,India,27.301,72.3236,
WRI1026668,Khori Wind Farm,IND,India,21.167,74.3272,
WKS0070848,Khurpia,IND,India,28.96,79.525,
WKS0074095,Killanur A,IND,India,10.57,78.877,
WKS0068223,Killianwali,IND,India,29.95,74.676,
WKS0062046,Kisnayat Budhan GT,IND,India,27.901,72.936,
WKS0061815,Kisnayat Budhan NVR,IND,India,27.905,72.94,
WKS0070781,Kodaiyur,IND,India,10.856,77.977,
WKS0067012,Kodangal,IND,India,17.155,77.628,
WKS0070775,Kodur,IND,India,12.98,77.97,
WRI1026342,Kohinoor Wind Farm,IND,India,26.6797,71.026,
WKS0064504,Kolanpaka,IND,India,17.6703,79.0307,
WKS0067287,Kolihal I,IND,India,15.575,76.207,
WKS0067288,Kolihal II,IND,India,15.587,76.191,
WRI1026165,Komal West Solar Power Plant,IND,India,11.0118,79.5898,
WKS0070845,Kombhalne,IND,India,19.62,73.93,
WKS0062058,Kombukaranatham,IND,India,8.768,77.956,
WKS0067051,Koratagere,IND,India,13.51,77.24,
WRI1026086,Kosa Wind Farm,IND,India,23.3183,68.6988,
WKS0062297,Kotagulla,IND,India,14.165,78.143,
WKS0064400,Kothapalli Solar Park,IND,India,14.525,77.59,
WKS0064612,Kotra,IND,India,28.022,73.069,
WRI1026067,Kottamangalam Wind Farm,IND,India,10.6558,77.2471,
WRI1026775,Kottathara Village Wind Farm,IND,India,11.0951,76.6709,
WKS0067240,Kottathur,IND,India,11.122,78.689,
WKS0068270,Kovilpatti,IND,India,9.155,77.82,
WRI1026848,Kudankulam,IND,India,8.1689,77.7126,
WKS0070772,Kudri Kotgi,IND,India,15.61,76.05,
WKS0066993,Kuhana,IND,India,26.099,79.605,
WKS0074101,Kunigal A,IND,India,13.04,76.923,
WKS0074102,Kunigal B,IND,India,12.864,77.113,
WKS0070852,Kuravapalli,IND,India,14.101,78.734,
WKS0070767,Kurdi Hero,IND,India,16.134,77.128,
WKS0067121,Kurmapally Gk,IND,India,16.772,78.868,
WKS0067106,Kurmapally Mytrah,IND,India,16.802,78.887,
WKS0067103,Kurmapally Sky,IND,India,16.837,78.956,
WRI1019891,LAKHERI CEMENT PLANT,IND,India,25.6732,76.1901,
IND0000228,LAKWA GT,IND,India,27.0221,94.8833,
IND0000230,LALITPUR TPP,IND,India,24.7971,78.6463,
IND0000531,LARA,IND,India,21.757,83.4573,
IND0000229,LARGI,IND,India,31.7196,77.212,
IND0000232,LIGANAMAKKI,IND,India,14.1704,74.8388,
WRI1026343,LITL Uthumalai,IND,India,8.9969,77.537,
WRI1026674,LNJP Bahla Basti Wind Farm,IND,India,26.5114,71.4974,
WRI1019964,LODHIVALI,IND,India,18.9002,73.2032,
WRI1019965,LOKMANGAL SUGAR ETHANOL,IND,India,17.4462,75.7161,
IND0000234,LOKTAK,IND,India,24.587,93.6696,
IND0000235,LOWER JHELUM,IND,India,34.2189,74.5281,
IND0000236,LOWER JURALA,IND,India,16.3125,77.7773,
IND0000238,LOWER METTUR,IND,India,11.6425,77.7583,
IND0000239,LOWER PERIYAR,IND,India,9.9624,76.957,
IND0000240,LOWER SILERU,IND,India,17.8608,81.6814,
WRI1026344,LTML Wind Energy Project in Tamil Nadu,IND,India,9.087,77.6055,
WKS0067233,Ladpura,IND,India,26.058,77.325,
WRI1026166,Lakhewali Solar Power Plant,IND,India,30.4368,74.3316,
WRI1026167,Lakhmirwala Solar Power Plant,IND,India,29.8509,75.4023,
WRI1026168,Lallian Kalan Solar Power Plant,IND,India,31.2496,75.4826,
WKS0067264,Lalpur,IND,India,31.32,75.92,
WRI1026345,Lalpur Wind Farm,IND,India,22.1694,69.827,
WRI1026169,Lathi Solar Power Plant,IND,India,27.0321,71.5322,
WKS0065804,Latur,IND,India,18.385,76.495,
WRI1026346,Liberty Oil Satara Wind Farm,IND,India,17.8613,74.0733,
WKS0070768,Lingadalli,IND,India,17.509,76.994,
WKS0067257,Lingampally,IND,India,17.95,77.828,
WKS0067089,Lingampet Acme,IND,India,18.281,78.106,
WKS0067080,Lingapuram Suzlon,IND,India,18.315,78.204,
WKS0070829,Lomada,IND,India,14.588,78.215,
WKS0061915,Lumbaniya,IND,India,27.463,72.279,
IND0000242,M.A.P.P.,IND,India,12.5571,80.1754,
IND0000243,MACHKUND,IND,India,18.5323,82.4645,
IND0000244,MADHAVAMANTRI,IND,India,12.2135,77.0225,
IND0000245,MADHIKHEDA,IND,India,25.5623,77.8348,
IND0000246,MAHADEV PRASAD STPP,IND,India,22.8395,86.0613,
IND0000247,MAHAN TPP,IND,India,24.0077,82.4172,
IND0000248,MAHATMA GANDHI TPP,IND,India,28.49,76.351,
WRI1019966,MAHATMA SUGAR,IND,India,20.8558,78.5814,
IND0000249,MAHI BAJAJ I&II,IND,India,23.5443,74.5062,
WRI1019967,MAHUL REFINERY,IND,India,19.0162,72.8963,
WRI1020005,MAIHAR CEMENT PLANT,IND,India,24.2021,80.7997,
IND0000250,MAITHON,IND,India,23.7872,86.8284,
IND0000252,MAITHON RB TPP,IND,India,23.8209,86.76,
IND0000253,MALANA,IND,India,32.0041,77.2494,
IND0000254,MALLARPUR,IND,India,15.3773,76.4591,
IND0000255,MANERI BHALI,IND,India,30.7294,78.4238,
WRI1019926,MANGALORE REFINERY,IND,India,12.9821,74.8496,
IND0000520,MANGAON CCPP,IND,India,18.3879,73.3529,
WRI1019892,MANGLAM CEMENT,IND,India,24.7176,75.9522,
IND0000256,MANI DPH,IND,India,13.6763,75.0462,
IND0000257,MANIKDOH,IND,India,19.2345,73.8144,
WRI1019968,MANIKGARH CEMENT,IND,India,19.7235,79.1761,
IND0000258,MANIYAR,IND,India,9.3294,76.8798,
WRI1019969,MARATHA CEMENT PLANT,IND,India,19.703,79.2206,
IND0000260,MARWA TPP,IND,India,22.0708,82.6022,
IND0000261,MATATILLA,IND,India,25.1001,78.3717,
IND0000532,MEJA STPP,IND,India,25.1447,81.9415,
IND0000262,MEJIA,IND,India,23.4639,87.1311,
IND0000263,MEJIA TPS EXT,IND,India,23.4639,87.1311,
IND0000264,MELAMARUTHUR (MUTHIARA),IND,India,8.9159,78.1374,
IND0000265,METTUR,IND,India,11.7696,77.8138,
IND0000266,METTUR DAM,IND,India,11.8014,77.8085,
IND0000267,METTUR TPS EXT,IND,India,11.7696,77.8138,
IND0000268,MIHAN TPP,IND,India,21.0377,78.9334,
IND0000272,MONARCHAK CCPP,IND,India,23.438,91.274,
WRI1019893,MORDI PLANT,IND,India,23.5496,74.4072,
IND0000273,MOUDA STPS,IND,India,21.1797,79.3978,
IND0000275,MOYAR,IND,India,11.6137,76.6919,
WKS0067006,MP1 Hero,IND,India,23.849,75.797,
WRI1026348,MRMPL Mudari Wind Farm,IND,India,26.8051,70.7381,
WRI1026070,MSPL Wind Farm,IND,India,15.1579,75.7965,
WRI1019927,MUDHOL CEMENT,IND,India,16.2017,75.3005,
IND0000276,MUKERIAN I -IV,IND,India,31.9553,75.836,
WRI1019970,MUL GRETA,IND,India,20.0805,79.7148,
WRI1019971,MUMBAI BPCL,IND,India,19.016,72.8948,
WRI1020014,MUMBAI JINDAL,IND,India,18.5309,72.9465,
WRI1020015,MUMBAI ONGC,IND,India,18.9988,72.8997,
IND0000278,MUNDRA TPP,IND,India,22.823,69.5532,
IND0000279,MUNDRA UMPP,IND,India,22.8158,69.5281,
IND0000280,MUNIRABAD,IND,India,15.2666,76.3288,
WRI1019928,MUNOLI DISTILLERY,IND,India,15.8555,75.1002,
WRI1019972,MURBAD PLANT,IND,India,19.261,73.3638,
IND0000281,MUZAFFARPUR,IND,India,26.1953,85.3017,
IND0000282,MYNTDU,IND,India,25.2354,92.2279,
WKS0068245,Madaram ISCPL,IND,India,19.147,79.425,
WKS0067052,Madhugiri,IND,India,13.68,77.195,
WKS0067053,Magadi,IND,India,12.8703,77.295,
WKS0070854,Magania,IND,India,29.819,75.574,
WKS0065419,Mahoba Acme,IND,India,25.32,79.58,
WKS0066923,Mahoba Adani,IND,India,25.305,79.81,
WKS0065658,Mahrauni Khurd,IND,India,24.793,78.4124,
WKS0068261,Makthal SLE,IND,India,16.464,77.497,
WRI1026077,Maloshi Wind Farm,IND,India,17.5727,73.9032,
WKS0063641,Manamunda,IND,India,20.783,83.891,
WKS0070843,Manapur,IND,India,20.3,75.79,
WKS0065223,Manarchak,IND,India,23.465,91.275,
WKS0066951,Manchini ACME,IND,India,18.691,79.63,
WKS0061803,Manchitiya Jakson,IND,India,27.48,72.309,
WKS0061810,Manchitiya Symphony,IND,India,27.451,72.339,
WKS0067123,Mandamarri Renew,IND,India,18.985,79.446,
WRI1026170,Mandrup - Giriraj Solar Power Plant,IND,India,17.4999,75.781,
WKS0062307,Mandrup II,IND,India,17.499,75.779,
WKS0067252,Mandrup III,IND,India,17.5008,75.7876,
WKS0066868,Mandsaur 1,IND,India,24.085,75.795,
WKS0066869,Mandsaur 2,IND,India,24.085,75.795,
WKS0066870,Mandsaur 3,IND,India,24.085,75.795,
WKS0066871,Mandsaur 4,IND,India,24.085,75.795,
WKS0066872,Mandsaur 5,IND,India,24.085,75.795,
WKS0069923,Mangalore Port,IND,India,12.9435,74.8239,
WKS0062300,Mangalwedha,IND,India,17.538,75.433,
WKS0067142,Manglore,IND,India,29.738,77.93,
WKS0062431,Mankhera,IND,India,29.589,75.242,
WKS0070927,Manuguru,IND,India,17.882,80.86,
WKS0064391,Marikal,IND,India,16.628,77.664,
WKS0069755,Mauja,IND,India,25.317,79.814,
WKS0067055,Mayakonda,IND,India,14.275,76.07,
WKS0067086,Medak Mytrah,IND,India,18.144,78.651,
WKS0068727,Medak Rays,IND,India,18.056,78.407,
WKS0070890,Mejia,IND,India,23.535,87.065,
WKS0062421,Melamudimannar,IND,India,9.416,78.248,
WKS0061030,Meravadar GIS,IND,India,21.736,70.116,
WKS0062051,Meravadar GMPL,IND,India,21.733,70.105,
WKS0064167,Midjil,IND,India,16.743,78.358,
WKS0067108,Minpoor ES,IND,India,17.994,78.048,
WKS0067120,Minpoor Renew,IND,India,17.961,78.055,
WKS0067100,Minpur Sky,IND,India,18.05,78.075,
WRI1026171,Mirpur Kalan - Alianz Eco Solar Power Plant,IND,India,29.7303,75.3099,
WRI1026172,Mirpur Kalan - Nexgen Solux Solar Power Plant,IND,India,29.7311,75.308,
WKS0066996,Mirzapur,IND,India,25.1,82.38,
WRI1026173,Mithapur Solar Power Plant,IND,India,22.4077,68.9925,
WKS0073926,Mithi,IND,India,28.6966,75.5823,
WKS0068392,Mograle,IND,India,17.874,74.545,
WKS0069754,Mohari,IND,India,18.6667,75.5167,
WRI1026093,Mokal Wind Farm,IND,India,27.1657,70.7455,
WRI1026092,Mokla Wind farm,IND,India,27.1611,70.681,
WKS0065809,Molga,IND,India,23.039,76.941,
WKS0064111,Monjanur,IND,India,10.967,77.778,
WKS0067246,Moolippatti,IND,India,9.644,77.851,
WKS0067247,Moovanur GRT 1,IND,India,11.0027,78.6108,
WKS0067238,Moovanur GRT 2,IND,India,11.0003,78.6101,
WKS0067236,Moovanur GRT 3,IND,India,11.0005,78.6129,
WKS0061776,Mouje,IND,India,23.378,70.558,
WKS0067056,Muddebihal,IND,India,16.256,76.16,
WKS0073070,Mudhol-Chikoppa,IND,India,15.65,75.985,
WKS0070776,Mugalkhod,IND,India,16.41,75.195,
WKS0070754,Muktainagar Edge,IND,India,21.015,76.04,
WKS0070761,Muktainagar Essel,IND,India,21.06,76.08,
WKS0068606,Muktainagar Sukhbir,IND,India,21.04,76.025,
WKS0068602,Muktainagar Vijay,IND,India,21.045,76.05,
WKS0067245,Mukundarayappuram,IND,India,12.988,79.294,
WKS0070749,Mulaj,IND,India,17.85,76.705,
WKS0067057,Mulbagal,IND,India,13.165,78.365,
WRI1026174,Mulshi Solar Power Plant,IND,India,18.4921,73.5081,
WKS0065068,Munanjipatti,IND,India,8.535,77.8,
WKS0066014,Mundra,IND,India,22.89,69.695,
WKS0063660,Munipalli,IND,India,17.69,77.861,
WRI1026175,Muradwala Dal Singh Solar Power Plant,IND,India,29.7303,75.3099,
WKS0062424,Muradwala Dalsingh,IND,India,30.252,74.251,
WKS0062318,Musri,IND,India,11.083,78.506,
WKS0067249,Muthuramalingapuram,IND,India,9.437,78.173,
WKS0065867,Muttam,IND,India,10.8245,79.8147,
IND0000283,N.A.P.S,IND,India,28.156,78.4089,
IND0000287,NABI NAGAR TPP,IND,India,24.7754,84.1588,
IND0000286,NAGARJUNA SAGAR,IND,India,16.5678,79.3442,
IND0000521,NAGARJUNA SAGAR   TPD,IND,India,16.626,79.4909,
WRI1020006,NAGDA GRASIM,IND,India,23.4469,75.408,
WRI1019973,NAGOTHANE COMPLEX,IND,India,18.8829,73.1862,
WRI1019974,NAGPUR GMT,IND,India,21.0582,79.485,
WRI1019975,NAGPUR MILL,IND,India,20.8062,79.0548,
WRI1019976,NAGPUR SPONGE IRON,IND,India,20.9276,79.2455,
IND0000288,NAMRUP GT,IND,India,27.1858,95.376,
WRI1020007,NARASINGPUR,IND,India,22.9649,78.8132,
IND0000289,NARAYANPUR,IND,India,16.2365,76.3369,
IND0000291,NARIMANGLAM,IND,India,9.9533,76.9792,
IND0000292,NASIK,IND,India,19.9817,73.8896,
WRI1019977,NASIK SINNAR,IND,India,19.8658,74.0835,
IND0000293,NASIK TPP  PH 1,IND,India,19.9817,73.8896,
IND0000294,NATHPA JHAKRI,IND,India,31.564,77.98,
IND0000522,NAWAPARA,IND,India,21.92,83.2788,
WRI1020008,NEPANAGAR MILL,IND,India,21.4504,76.4014,
IND0000533,NEW UMTRU,IND,India,26.0132,91.8239,
IND0000297,NEYVELI FST EXT,IND,India,11.5887,79.4611,
IND0000298,NEYVELI ST I,IND,India,11.5893,79.4704,
IND0000299,NEYVELI ST II,IND,India,11.5576,79.4417,
IND0000300,NEYVELI TPS EXP -II,IND,India,11.5534,79.4408,
IND0000301,NEYVELI TPS(Z),IND,India,11.5401,79.4159,
IND0000302,NIGRI,IND,India,24.15,81.9045,
WRI1019894,NIMBAHERA JK CEMENT,IND,India,24.6428,74.6843,
IND0000303,NIMOO BAZGO,IND,India,34.2154,77.1842,
WRI1019895,NITIN PLANT,IND,India,25.2042,74.6092,
IND0000306,NIZAM SAGAR,IND,India,18.2172,77.9576,
WKS0074067,NLC Ramanathapuram,IND,India,9.444,78.572,
WRI1026349,NMDC Anehalu Wind Farm,IND,India,14.098,76.3154,
IND0000307,NORTH CHENNAI,IND,India,13.245,80.3257,
IND0000308,NORTH CHENNAI EXTENSION,IND,India,13.245,80.3257,
WKS0068723,NPKSP} Acme,IND,India,14.025,78.415,
WKS0068851,NPKSP} Adani,IND,India,14.011,78.439,
WKS0068852,NPKSP} Azure D,IND,India,14.034,78.443,
WKS0068725,NPKSP} Azure O,IND,India,14.024,78.446,
WKS0068722,NPKSP} FRV,IND,India,14.02,78.415,
WKS0066930,NPKSP} Greenko,IND,India,14.101,78.463,
WKS0066929,NPKSP} Tata I,IND,India,14.026,78.434,
WKS0068724,NPKSP} Tata NSM-P2B3,IND,India,14.041,78.43,
IND0000309,NURANANG,IND,India,27.5882,91.981,
IND0000284,N_SAGAR LBC,IND,India,16.5697,79.3389,
IND0000285,N_SAGAR RBC,IND,India,16.5697,79.3389,
WKS0062324,Naga Samudra,IND,India,14.821,76.748,
WKS0064150,Naga Samudra extn,IND,India,14.821,76.748,
WKS0068247,Nagarkurnool Keerthi,IND,India,16.499,78.35,
WKS0067084,Nagarkurnool Mytrah,IND,India,16.499,78.382,
